datastreamid,datastreamname,siteid,variableid,fieldname,deviceid,methodid,comments,qualitycontrollevelid,rangemin,rangemax,annualtiming,downloaddate,bdate,edate
41370,NPS_MITA2,15785,1176,NPS_Gust_Dir,1,33,,,,,,12/1/16,,
41371,NPS_MNOA2,15786,1176,NPS_Gust_Dir,1,33,,,,,,12/1/16,,
41372,NPS_PAMA2,15787,1176,NPS_Gust_Dir,1,33,,,,,,12/1/16,,
41373,NPS_RAMA2,15788,1176,NPS_Gust_Dir,1,33,,,,,,12/1/16,,
41374,NPS_RUGA2,15789,1176,NPS_Gust_Dir,1,33,,,,,,12/1/16,,
41375,NPS_SRWA2,15790,1176,NPS_Gust_Dir,1,33,,,,,,12/1/16,,
41376,NPS_SRTA2,15791,1176,NPS_Gust_Dir,1,33,,,,,,12/1/16,,
41377,NPS_SSIA2,15792,1176,NPS_Gust_Dir,1,33,,,,,,12/1/16,,
41378,NPS_SMPA2,15793,1176,NPS_Gust_Dir,1,33,,,,,,12/1/16,,
41379,NPS_TAHA2,15794,1176,NPS_Gust_Dir,1,33,,,,,,12/1/16,,
41380,NPS_TANA2,15795,1176,NPS_Gust_Dir,1,33,,,,,,12/1/16,,
41381,NPS_TEBA2,15796,1176,NPS_Gust_Dir,1,33,,,,,,12/1/16,,
41382,NPS_TKLA2,15797,1176,NPS_Gust_Dir,1,33,,,,,,12/1/16,,
41383,NPS_UPRA2,15798,1176,NPS_Gust_Dir,1,33,,,,,,12/1/16,,
41384,NPS_WIGA2,15799,1176,NPS_Gust_Dir,1,33,,,,,,12/1/16,,
41385,NPS_ASIA2,15770,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41386,NPS_CREA2,15771,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41387,NPS_CHMA2,15772,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41388,NPS_CTUA2,15773,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41389,NPS_CCLA2,15774,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41390,NPS_DVLA2,15775,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41391,NPS_DKLA2,15776,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41392,NPS_EVCA2,15777,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41393,NPS_ELLA2,15778,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41394,NPS_GGLA2,15779,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41395,NPS_HOWA2,15780,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41396,NPS_IMYA2,15781,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41397,NPS_KAUA2,15782,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41398,NPS_KLIA2,15783,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41399,NPS_KUGA2,15784,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41400,NPS_MITA2,15785,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41401,NPS_MNOA2,15786,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41402,NPS_PAMA2,15787,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41403,NPS_RAMA2,15788,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41404,NPS_RUGA2,15789,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41405,NPS_SRWA2,15790,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41406,NPS_SRTA2,15791,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41407,NPS_SSIA2,15792,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41408,NPS_SMPA2,15793,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41409,NPS_TAHA2,15794,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41410,NPS_TANA2,15795,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41411,NPS_TEBA2,15796,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41412,NPS_TKLA2,15797,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41413,NPS_UPRA2,15798,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41414,NPS_WIGA2,15799,1177,NPS_Peak_Wind_Speed,1,33,,,,,,12/1/16,,
41415,NPS_ASIA2,15770,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41416,NPS_CREA2,15771,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41417,NPS_CHMA2,15772,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41418,NPS_CTUA2,15773,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41419,NPS_CCLA2,15774,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41420,NPS_DVLA2,15775,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41421,NPS_DKLA2,15776,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41422,NPS_EVCA2,15777,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41423,NPS_ELLA2,15778,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41424,NPS_GGLA2,15779,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41425,NPS_HOWA2,15780,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41426,NPS_IMYA2,15781,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41427,NPS_KAUA2,15782,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41428,NPS_KLIA2,15783,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41429,NPS_KUGA2,15784,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41430,NPS_MITA2,15785,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41431,NPS_MNOA2,15786,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41432,NPS_PAMA2,15787,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41433,NPS_RAMA2,15788,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41434,NPS_RUGA2,15789,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41435,NPS_SRWA2,15790,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41436,NPS_SRTA2,15791,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41437,NPS_SSIA2,15792,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41438,NPS_SMPA2,15793,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41439,NPS_TAHA2,15794,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41440,NPS_TANA2,15795,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41441,NPS_TEBA2,15796,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41442,NPS_TKLA2,15797,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41443,NPS_UPRA2,15798,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41444,NPS_WIGA2,15799,1178,NPS_Solar_Rad,1,33,,,,,,12/1/16,,
41445,NPS_ASIA2,15770,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41446,NPS_CREA2,15771,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41447,NPS_CHMA2,15772,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41448,NPS_CTUA2,15773,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41449,NPS_CCLA2,15774,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41450,NPS_DVLA2,15775,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41451,NPS_DKLA2,15776,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41452,NPS_EVCA2,15777,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41453,NPS_ELLA2,15778,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41454,NPS_GGLA2,15779,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41455,NPS_HOWA2,15780,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41456,NPS_IMYA2,15781,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41457,NPS_KAUA2,15782,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41458,NPS_KLIA2,15783,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41459,NPS_KUGA2,15784,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41460,NPS_MITA2,15785,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41461,NPS_MNOA2,15786,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41462,NPS_PAMA2,15787,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41463,NPS_RAMA2,15788,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41464,NPS_RUGA2,15789,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41465,NPS_SRWA2,15790,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41466,NPS_SRTA2,15791,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41467,NPS_SSIA2,15792,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41468,NPS_SMPA2,15793,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41469,NPS_TAHA2,15794,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41470,NPS_TANA2,15795,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41471,NPS_TEBA2,15796,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41472,NPS_TKLA2,15797,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41473,NPS_UPRA2,15798,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41474,NPS_WIGA2,15799,1179,NPS_Snow_Depth,1,33,,,,,,12/1/16,,
41475,NPS_ASIA2,15770,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41476,NPS_CREA2,15771,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41477,NPS_CHMA2,15772,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41478,NPS_CTUA2,15773,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41479,NPS_CCLA2,15774,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41480,NPS_DVLA2,15775,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41481,NPS_DKLA2,15776,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41482,NPS_EVCA2,15777,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41483,NPS_ELLA2,15778,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41484,NPS_GGLA2,15779,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41485,NPS_HOWA2,15780,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41486,NPS_IMYA2,15781,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41487,NPS_KAUA2,15782,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41488,NPS_KLIA2,15783,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41489,NPS_KUGA2,15784,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41490,NPS_MITA2,15785,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41491,NPS_MNOA2,15786,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41492,NPS_PAMA2,15787,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41493,NPS_RAMA2,15788,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41494,NPS_RUGA2,15789,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41495,NPS_SRWA2,15790,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41496,NPS_SRTA2,15791,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41497,NPS_SSIA2,15792,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41498,NPS_SMPA2,15793,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41499,NPS_TAHA2,15794,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41500,NPS_TANA2,15795,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41501,NPS_TEBA2,15796,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41502,NPS_TKLA2,15797,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41503,NPS_UPRA2,15798,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41504,NPS_WIGA2,15799,1180,NPS_Min_Air_Temp,1,33,,,,,,12/1/16,,
41505,NPS_ASIA2,15770,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41506,NPS_CREA2,15771,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41507,NPS_CHMA2,15772,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41508,NPS_CTUA2,15773,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41509,NPS_CCLA2,15774,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41510,NPS_DVLA2,15775,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41511,NPS_DKLA2,15776,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41512,NPS_EVCA2,15777,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41513,NPS_ELLA2,15778,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41514,NPS_GGLA2,15779,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41515,NPS_HOWA2,15780,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41516,NPS_IMYA2,15781,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41517,NPS_KAUA2,15782,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41518,NPS_KLIA2,15783,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41519,NPS_KUGA2,15784,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41520,NPS_MITA2,15785,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41521,NPS_MNOA2,15786,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41522,NPS_PAMA2,15787,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41523,NPS_RAMA2,15788,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41524,NPS_RUGA2,15789,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41525,NPS_SRWA2,15790,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41526,NPS_SRTA2,15791,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41527,NPS_SSIA2,15792,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41528,NPS_SMPA2,15793,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41529,NPS_TAHA2,15794,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41530,NPS_TANA2,15795,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41531,NPS_TEBA2,15796,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41532,NPS_TKLA2,15797,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41533,NPS_UPRA2,15798,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41534,NPS_WIGA2,15799,1181,NPS_Max_Air_Temp,1,33,,,,,,12/1/16,,
41535,NPS_ASIA2,15770,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41536,NPS_CREA2,15771,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41537,NPS_CHMA2,15772,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41538,NPS_CTUA2,15773,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41539,NPS_CCLA2,15774,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41540,NPS_DVLA2,15775,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41541,NPS_DKLA2,15776,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41542,NPS_EVCA2,15777,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41543,NPS_ELLA2,15778,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41544,NPS_GGLA2,15779,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41545,NPS_HOWA2,15780,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41546,NPS_IMYA2,15781,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41547,NPS_KAUA2,15782,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41548,NPS_KLIA2,15783,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41549,NPS_KUGA2,15784,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41550,NPS_MITA2,15785,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41551,NPS_MNOA2,15786,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41552,NPS_PAMA2,15787,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41553,NPS_RAMA2,15788,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41554,NPS_RUGA2,15789,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41555,NPS_SRWA2,15790,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41556,NPS_SRTA2,15791,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41557,NPS_SSIA2,15792,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41558,NPS_SMPA2,15793,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41559,NPS_TAHA2,15794,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41560,NPS_TANA2,15795,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41561,NPS_TEBA2,15796,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41562,NPS_TKLA2,15797,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41563,NPS_UPRA2,15798,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,
41564,NPS_WIGA2,15799,1182,NPS_Soil_Temp,1,33,,,,,,12/1/16,,